Geneid	SRR1554536(Adult 1)	SRR2071347(Adult 1)	SRR1554539(Adult 2)	SRR2071350(Adult 2)	SRR15545534(Adult 3)	SRR2071345(Adult 3)	SRR1554537(Fetus 1)	SRR2071348(Fetus 1)	SRR1554566(Fetus 2)	SRR2071377(Fetus 2)	SRR1554567(Fetus 3)	SRR2071378(Fetus 3)
NM_001105562	4	6	22	23	36	37	37	76	17	19	27	30
NM_022787	0	0	0	0	0	0	0	0	0	0	0	0
NM_001365952	3	4	0	0	0	0	5	7	2	3	5	7
NM_015074	0	0	0	0	0	0	0	0	0	0	0	0
NM_005026	0	0	0	0	0	0	0	0	0	0	0	0
NM_183416	0	0	0	0	0	0	0	0	0	0	0	0
NM_032315	1304	1996	1120	1238	682	807	820	1667	925	1000	892	1067
NM_001365951	0	0	0	0	0	0	0	0	0	0	0	0
NM_001297779	10	18	9	10	18	20	18	32	20	22	36	39
NM_001297778	1	2	1	2	4	4	11	21	25	26	9	12
NM_017766	5	5	17	17	32	33	16	33	15	18	8	9
NM_004958	1366	1952	7544	8078	5960	6405	10284	18506	11186	11906	10403	11049
NM_001079843	41	54	104	113	76	88	598	1065	144	153	143	157
NM_018156	0	0	0	0	0	0	0	0	0	0	0	0
NM_005957	2	3	9	11	14	15	64	161	44	53	53	64
NM_001066	300	457	323	345	561	606	314	557	595	639	401	444
NM_018438	261	388	459	494	448	501	837	1522	799	879	684	767
NM_015378	0	0	0	0	0	0	1	1	0	0	1	1
NM_001330358	6	9	46	54	76	80	95	204	128	134	104	115
NM_001010847	10	16	118	131	121	140	2	2	2	4	6	6
NM_001099790	0	0	0	0	0	0	0	0	0	0	4	4
NR_149058	0	0	4	5	4	4	1	3	0	0	1	2
NM_015866	0	0	0	0	0	0	0	0	0	0	0	0
NM_001135610	0	0	0	0	1	2	0	1	0	0	0	0
NM_012231	0	0	0	0	0	0	0	0	0	0	0	0
NM_001007257	0	0	0	0	0	0	0	0	0	0	0	0
NM_001136218	0	0	0	0	0	0	0	0	0	0	0	0
NM_001136217	0	0	0	0	0	0	0	0	0	0	0	0
NM_018022	0	0	0	0	0	0	0	0	0	0	0	0
NM_052929	14	21	82	89	56	64	18	32	91	99	58	61
NR_148918	0	0	0	0	0	0	0	0	0	0	0	0
NM_001370231	0	0	0	0	0	0	1	1	1	1	0	0
NM_001018000	0	0	0	0	0	0	0	0	0	0	0	0
NM_033440	2	2	11	11	17	19	0	3	12	13	4	4
NR_148919	0	0	0	0	0	0	0	0	0	0	0	0
NM_001136216	0	0	0	0	0	0	0	0	0	0	0	0
NM_001319665	0	0	0	0	0	0	0	0	0	0	0	0
NM_001018001	0	0	0	0	0	0	0	0	0	0	0	0
NM_001370229	0	0	0	0	1	2	0	0	0	0	0	0
NR_135082	0	0	0	0	0	0	0	0	0	0	0	0
NR_027504	68	103	74	89	88	86	412	790	502	581	396	487
NR_073501	1	1	0	0	0	0	1	1	0	0	1	1
NM_001271869	0	0	0	0	0	0	0	0	0	0	0	0
NM_015001	1566	2364	6611	7128	6560	7144	32599	60317	24327	26220	29725	32114
NR_073503	0	0	0	0	0	0	0	0	0	0	0	0
NR_073502	0	0	0	0	0	0	0	0	0	0	0	0
NR_073500	0	0	0	0	0	0	0	0	0	0	0	0
NM_018994	487	714	2227	2398	1566	1680	5623	10587	6039	6413	6922	7410
NM_001114600	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011722	0	0	0	0	0	0	0	0	0	0	0	0
NM_001319837	0	0	0	0	0	0	0	0	0	0	0	0
NM_001328124	0	0	0	0	0	0	0	0	0	0	0	0
NM_001319838	0	0	0	0	0	0	0	0	0	0	0	0
NM_018715	1	1	14	15	2	3	40	86	15	16	39	48
NM_003000	1056	1485	3170	3355	2134	2212	2527	4600	2486	2638	2508	2667
NR_137288	0	0	0	0	0	0	0	0	0	0	0	0
NM_001136204	0	0	0	0	0	0	1	1	1	1	0	0
NM_018125	0	0	0	0	0	0	0	0	0	0	0	0
NR_137287	0	0	0	0	0	0	0	0	0	0	0	0
NM_152375	2	2	2	3	2	2	4	4	147	162	7	9
NM_001135254	14	20	490	519	284	305	6	8	9	10	2	2
NM_032880	761	1160	4865	5358	6508	7261	11017	20343	3045	3409	6557	7276
NR_040288	0	0	0	0	0	0	0	0	0	0	0	0
NM_001349115	2	7	4	5	6	6	9	12	8	8	4	4
NM_001349113	0	0	0	0	0	0	0	0	0	0	0	0
NM_001206541	0	0	1	1	2	2	0	3	2	2	4	4
NM_181719	0	0	0	0	0	0	0	0	0	0	0	0
NM_001282162	0	0	14	14	1	2	32	55	14	17	33	36
NM_001206540	14	18	69	72	90	90	143	263	58	60	98	101
NM_001348421	0	0	0	0	0	0	0	0	0	0	0	0
NM_001349114	0	0	0	0	0	0	0	0	0	0	0	0
NR_040289	0	0	0	0	0	0	0	0	0	0	0	0
NM_004930	0	0	0	0	0	0	0	0	0	0	0	0
NM_001313932	0	0	6	7	0	0	3	6	1	1	0	0
NM_001349112	0	0	0	0	0	0	0	0	0	0	0	0
NM_020765	2157	3198	11584	12521	9457	10217	26758	49529	20699	22303	23898	25766
NR_110078	30	43	40	41	31	34	4	7	14	18	10	10
NM_001039500	17	24	29	29	13	15	195	326	664	715	270	292
NM_020816	0	0	0	0	0	0	0	0	0	0	0	0
NM_001122819	0	0	0	0	0	0	0	0	0	0	0	0
NM_001287212	0	0	1	1	0	3	0	0	0	0	0	0
NM_001113348	3	5	8	9	7	7	11	25	9	9	7	8
NM_001113349	0	0	0	0	0	0	1	2	0	0	0	0
NM_001330383	0	0	0	0	0	0	0	0	0	0	0	0
NM_001350528	0	0	0	0	0	0	0	0	0	0	0	0
NM_001350525	0	0	0	0	0	0	0	0	0	0	0	0
NM_001113347	8	11	2	4	0	1	19	32	17	19	10	12
NM_001350527	0	0	0	0	0	0	0	0	0	0	0	0
NM_002885	0	0	0	0	0	0	0	0	0	0	0	0
NM_001145658	0	0	0	0	2	3	0	1	0	0	0	2
NM_001350167	0	0	0	0	0	0	0	0	0	0	0	0
NM_001397	0	0	2	2	0	0	0	0	0	0	1	1
NM_001330394	0	0	0	0	0	0	0	0	0	0	0	0
NM_001350524	0	0	0	0	0	0	0	0	0	0	0	0
NM_001350168	0	0	0	0	0	0	0	0	0	0	0	0
NM_001145657	0	0	0	0	0	0	0	0	0	0	0	0
NM_001350164	0	0	0	0	0	0	0	0	0	0	0	0
NM_001291860	0	0	0	0	0	0	0	0	0	0	0	0
NM_005529	0	0	0	0	0	0	0	0	0	0	0	0
NM_001350526	1	2	12	14	2	4	6	8	1	1	4	4
NM_032236	0	0	0	0	0	0	0	0	0	0	0	0
NM_001032730	36	51	155	161	35	36	341	688	239	241	277	287
NM_001350166	0	0	0	0	0	0	0	0	0	0	0	0
NM_017449	0	0	0	0	0	0	0	0	0	0	0	0
NM_004442	0	0	0	0	0	0	0	0	0	0	0	0
NM_001309192	0	0	0	0	0	0	0	0	0	0	0	0
NM_001309193	0	0	0	0	0	0	0	0	0	0	0	0
NM_001297620	0	0	0	0	0	0	0	0	0	0	0	0
NM_001102399	0	0	0	0	0	0	0	0	0	0	0	0
NM_001297621	0	0	0	0	0	0	0	0	0	0	0	0
NM_001102398	0	0	0	0	0	0	0	0	0	0	0	0
NM_005826	0	0	0	0	0	0	0	0	0	0	0	0
NM_001297622	0	0	0	0	0	0	0	0	0	0	0	0
NM_000147	175	254	706	757	357	376	978	1817	1449	1551	1294	1379
NM_017707	0	0	0	0	0	0	0	2	0	0	0	0
NM_001102397	0	0	0	0	0	0	0	0	0	0	0	0
NM_001143778	0	0	0	0	0	0	1	1	0	0	0	0
NM_001199014	1	3	18	16	3	3	1	2	0	0	1	2
NM_178122	0	0	0	0	0	0	0	0	0	0	0	0
NM_001199012	0	0	23	23	1	1	1	5	5	5	1	2
NM_001199013	0	0	0	0	1	1	0	0	0	0	0	0
NM_001251984	0	0	0	0	0	0	0	0	0	0	0	0
NM_001251983	0	0	0	0	0	0	0	0	0	0	0	0
NM_001320672	0	0	0	0	0	0	0	0	0	0	0	0
NM_001031680	0	0	0	0	0	0	0	0	0	0	0	0
NM_001251979	0	0	0	0	0	0	0	0	0	0	0	0
NM_013943	3573	5115	5118	5365	2508	2722	14294	27001	19636	21071	17783	18693
NM_004350	0	0	0	0	0	0	0	0	0	0	0	0
NM_001251981	0	0	0	0	0	0	0	0	0	0	0	0
NM_013441	0	0	0	0	0	0	0	0	0	0	0	0
NM_001251978	0	0	0	0	0	0	0	0	0	0	0	0
NM_001251977	0	0	0	0	0	0	0	0	0	0	0	0
NM_001321772	0	0	0	0	0	0	0	0	0	0	0	0
NR_135787	0	0	0	0	0	0	0	0	0	0	0	0
NR_135788	0	0	0	0	0	0	0	0	0	0	0	0
NR_135789	0	0	0	0	0	0	0	0	0	0	0	0
NM_001099627	0	0	0	0	0	0	0	0	1	1	1	1
NR_024498	90	129	690	746	602	652	1009	1971	996	1094	1310	1430
NM_001282869	0	0	0	0	0	0	0	0	0	0	0	0
NM_019557	0	0	0	0	0	0	0	0	0	0	0	0
NM_015627	324	439	609	676	745	805	277	519	436	487	284	315
NM_001282872	0	0	0	0	0	0	0	0	0	0	0	0
NM_001289010	0	0	0	0	0	0	0	0	0	0	0	0
NM_020379	14	19	72	80	45	47	47	89	46	52	53	60
NM_001282871	0	0	0	0	0	0	0	0	0	0	0	0
NM_001127691	0	0	0	0	0	0	0	0	0	0	0	0
NM_001282870	0	0	0	0	0	0	0	0	0	0	0	0
NM_001282867	0	0	0	0	0	0	0	0	0	0	0	0
NM_001282868	0	0	0	0	0	0	0	0	0	0	0	0
NM_016124	0	0	0	0	0	0	0	0	0	0	0	0
NM_001099626	0	0	0	0	0	0	0	0	0	0	0	0
NM_001099625	0	0	0	0	0	0	0	0	0	0	0	0
NM_003047	31	41	247	259	256	265	138	233	124	131	103	108
NR_046474	0	0	0	0	0	0	0	0	0	0	0	0
NM_005517	2111	3142	2505	2737	1991	2168	22448	41840	27873	30130	20299	22551
NM_006015	38	60	364	398	424	476	1952	3747	904	990	1480	1670
NM_001013642	354	531	1827	2061	1997	2352	1696	3316	359	397	1370	1497
NM_001039775	0	0	2	2	0	0	21	43	23	27	95	104
NM_139135	0	0	0	0	0	0	0	0	0	0	0	0
NR_104214	0	0	1	2	0	0	0	2	1	1	3	3
NM_005281	111	177	473	513	503	540	69	109	45	50	93	100
NM_001164722	0	0	0	0	0	0	0	0	0	0	0	0
NM_177424	2035	2836	7513	8022	3343	3665	9157	16962	7991	8399	12071	12782
NM_001164721	0	0	0	0	1	1	0	0	0	0	0	0
NM_001990	0	0	0	0	0	0	0	0	0	0	0	0
NM_001282560	0	0	5	5	1	1	9	14	16	16	17	17
NM_001282561	0	0	0	0	0	0	0	0	0	0	0	0
NM_001282562	0	0	0	0	0	0	0	0	0	0	0	0
NM_000911	186	281	2156	2374	1895	2070	41	79	91	100	200	212
NM_001350161	0	0	0	0	0	0	0	0	0	0	0	0
NR_003109	2	2	11	10	3	4	41	80	25	24	77	77
NM_001350158	0	0	0	0	0	0	0	0	0	0	0	0
NM_001048183	0	0	0	0	0	0	0	0	0	0	0	0
NM_001024732	0	0	0	0	0	0	0	0	0	0	0	0
NM_017846	0	0	0	0	0	0	0	0	0	0	0	0
NM_203342	0	0	0	0	0	0	0	0	0	0	0	0
NM_001166005	0	0	0	0	0	0	2	5	4	5	8	8
NM_001166006	0	0	0	0	0	2	91	225	20	30	58	85
NM_203343	0	0	0	0	0	0	0	0	0	0	0	0
NM_001350159	0	0	0	0	0	0	0	0	0	0	0	0
NM_006582	0	0	1	1	0	0	2	4	1	1	1	1
NR_146214	0	0	0	0	4	4	8	7	8	9	8	8
NM_001319674	0	0	0	0	0	0	0	0	0	0	0	0
NM_001349717	0	0	0	0	0	0	0	0	0	0	0	0
NM_001349716	0	0	0	0	0	0	0	0	0	0	0	0
NM_001349715	0	0	0	0	0	0	0	0	0	0	0	0
NM_001166007	0	0	0	0	0	0	0	0	0	0	0	0
NM_016011	0	0	0	0	0	0	0	0	0	0	0	0
NM_004437	0	0	0	0	0	0	0	0	0	0	0	0
NR_146213	0	0	0	0	0	0	0	0	0	0	0	0
NR_146212	0	0	2	2	6	7	22	36	23	26	18	19
NM_001349714	0	0	0	0	0	0	0	0	0	0	0	0
NM_001350160	0	0	0	0	0	0	0	0	0	0	0	0
NM_023923	0	0	0	0	2	2	4	8	6	6	13	13
NM_001349712	0	0	0	0	0	0	0	0	0	0	0	0
NM_001349711	1	2	0	0	0	0	2	8	3	5	0	0
NM_024482	0	0	0	0	0	0	0	0	0	0	0	0
NM_001349713	0	0	0	0	0	0	0	0	0	0	0	0
NR_146215	0	0	0	0	0	0	0	0	0	0	0	0
NR_110790	0	0	0	1	3	3	5	9	5	6	5	5
NM_024522	59	88	498	543	540	584	23418	43425	10328	11148	16956	18371
NM_001282567	0	0	1	1	0	0	3	5	2	3	0	0
NM_001282566	0	0	0	0	0	0	0	0	0	0	0	0
NM_001282570	0	0	0	0	0	0	0	0	0	0	0	0
NM_001282572	0	0	0	0	0	0	0	0	0	0	0	0
NM_001282571	0	0	0	0	0	0	0	0	0	0	0	0
NM_001282574	0	0	0	0	0	0	0	0	0	0	0	0
NM_001282573	0	0	0	0	0	0	0	0	0	0	0	0
NM_014676	0	0	0	0	0	0	0	0	0	0	0	0
NM_001282568	0	0	0	0	0	0	0	0	0	0	0	0
NM_016505	0	0	0	0	0	0	0	0	0	0	0	0
NM_001282569	0	0	0	0	0	0	0	0	0	0	0	0
NM_001020658	0	0	0	0	0	0	0	0	1	1	0	0
NM_001300958	21	40	161	179	116	131	1261	2398	1127	1211	958	1019
NM_001143889	0	0	0	0	0	0	0	0	0	0	0	0
NR_125352	1	3	9	10	7	7	20	42	28	27	13	13
NM_018045	0	0	0	0	0	0	0	0	0	0	0	0
NM_012316	885	1309	7553	8148	5345	5654	10292	18919	7702	8304	9643	10359
NM_001143888	0	0	0	0	0	0	0	0	0	0	0	0
NM_001143890	0	0	0	0	0	0	0	0	0	0	0	0
NM_001366264	0	0	0	0	0	0	0	0	0	0	0	0
NM_001366269	0	0	0	0	0	0	0	0	0	0	0	0
NM_001366270	0	0	0	0	0	0	0	0	0	0	0	0
NM_001366271	0	0	0	0	0	0	0	0	0	0	0	0
NR_158775	0	0	0	0	0	0	0	0	0	0	0	0
NR_158776	0	0	0	0	0	0	0	0	0	0	0	0
NR_158777	0	0	0	0	0	0	0	0	0	0	0	0
NR_158778	0	0	0	0	0	0	0	0	0	0	0	0
NR_158780	0	0	0	0	0	0	0	0	0	0	0	0
NR_158782	0	0	0	0	0	0	0	0	0	0	0	0
NR_158781	0	0	0	0	0	0	0	0	0	0	0	0
NR_158779	0	0	0	0	0	0	0	0	0	0	0	0
NM_001330483	0	0	4	5	0	0	3	4	3	4	4	4
NR_158772	0	0	0	0	0	0	0	0	0	0	0	0
NM_001329722	0	1	6	6	11	12	5	6	0	0	2	2
NR_158774	0	0	4	4	1	1	4	5	1	1	5	6
NM_001308135	0	0	0	0	0	0	0	0	0	0	0	0
NM_001198973	0	0	0	0	0	0	0	0	0	0	0	0
NM_001319143	0	0	0	0	0	0	0	0	0	0	0	0
NM_178547	0	0	0	0	0	0	0	0	0	0	0	0
NM_001329725	0	0	0	0	0	0	0	0	0	0	0	0
NM_001366266	0	0	0	0	0	0	0	0	0	0	0	0
NM_001366265	0	0	0	0	0	0	0	0	0	0	0	0
NM_001366258	0	0	0	0	0	0	0	0	0	0	0	0
NM_001366259	0	0	0	0	0	0	0	0	0	0	0	0
NM_001366260	0	0	0	0	0	0	0	0	0	0	0	0
NM_013411	0	0	0	0	0	0	0	0	0	0	0	0
NM_001319142	0	0	0	0	0	0	0	0	0	0	0	0
NM_001319141	0	0	0	0	0	0	0	0	0	0	0	0
NR_158773	0	0	0	0	0	0	0	0	0	0	0	0
NM_001366268	0	0	0	0	0	0	0	0	0	0	0	0
NM_001366267	0	0	0	0	0	0	0	0	0	0	0	0
NM_152493	0	0	16	15	52	53	2	2	2	3	1	1
NM_020888	0	0	1	1	7	7	1	1	5	5	2	1
NM_001330475	0	0	0	0	0	0	0	0	0	0	0	0
NR_134976	0	0	0	0	0	0	0	0	0	0	0	0
NM_001319140	0	0	0	0	0	0	0	0	0	0	0	0
NM_001329724	0	0	0	0	0	0	0	0	0	0	0	0
NM_001308138	0	0	0	0	0	0	0	0	0	0	0	0
NM_001308137	0	0	0	0	0	0	0	0	0	0	0	0
NM_001308136	0	0	0	0	0	0	0	0	0	0	0	0
NM_001308141	0	0	0	0	0	0	0	0	0	0	0	0
NM_001308140	0	0	0	0	0	0	0	0	0	0	0	0
NM_001308139	0	0	0	0	0	0	0	0	0	0	0	0
NM_001199199	0	0	0	0	0	0	0	0	0	0	0	0
NM_001366263	0	0	0	0	0	0	0	0	0	0	0	0
NM_001319139	0	0	0	0	0	0	0	0	0	0	0	0
NM_001625	27	43	56	59	38	38	379	679	263	270	406	420
NM_001329723	0	0	0	0	0	0	0	0	0	0	0	0
NM_018207	25	37	131	143	253	285	278	565	131	144	191	220
NM_001366278	0	0	0	0	0	0	0	0	0	0	0	0
NM_001366257	0	0	0	0	0	0	0	0	0	0	0	0
NM_001366256	0	0	0	0	0	0	0	0	0	0	0	0
NM_001366255	0	0	0	0	0	0	0	0	0	0	0	0
NM_001198972	0	0	0	0	0	0	0	0	0	0	0	0
NM_001369553	3	5	32	37	35	38	36	77	7	7	19	23
NM_001370212	8	9	12	12	2	2	108	193	87	89	93	97
NM_033504	0	0	0	0	0	0	0	0	0	0	0	0
NM_001134734	0	0	0	0	3	4	9	9	13	13	8	8
NM_032884	0	0	0	0	0	0	1	1	0	0	0	0
NM_007167	338	489	1783	1881	859	901	2399	4380	3295	3423	3168	3282
NM_001350138	0	0	0	0	0	0	0	0	0	0	0	0
NM_001350139	0	0	1	1	1	1	12	28	6	7	11	11
NM_024874	1499	2232	6985	7520	5886	6377	5083	9385	8073	8608	7185	7741
NM_001350140	0	0	0	0	0	0	0	0	0	0	0	0
NM_005095	0	0	0	0	0	0	0	0	0	0	0	0
NM_012199	680	998	2081	2205	1240	1329	4146	7629	4884	5134	4336	4588
NM_001162530	0	0	3	3	1	1	1	3	6	6	6	8
NM_206837	5	6	5	6	5	4	2	6	5	5	8	8
NM_024852	6	9	10	15	13	10	70	97	45	50	42	42
NM_018067	0	0	0	0	0	0	1	3	2	2	0	0
NM_001317123	0	0	0	0	0	0	0	0	0	0	0	0
NM_001317122	0	0	0	0	0	0	0	0	0	0	0	0
NM_145047	0	0	0	0	0	0	0	0	0	0	0	0
NM_177422	0	0	0	0	0	0	0	0	0	0	0	0
NM_001286366	0	0	0	0	0	0	0	0	0	0	0	0
NM_001286365	0	0	0	0	0	0	0	0	0	0	0	0
NM_001330493	4	4	1	2	1	1	1	1	0	0	0	0
NM_001242908	0	0	0	0	0	0	0	0	0	0	0	0
NM_000831	365	559	5298	5750	4947	5352	24423	44913	58724	63083	27119	29164
NM_001242910	0	0	0	0	0	0	0	0	0	0	0	0
NM_001242909	0	0	0	0	0	0	0	0	0	0	0	0
NM_001038633	0	0	0	0	0	0	0	0	0	0	0	0
NM_001365821	0	0	0	0	0	0	0	0	0	0	0	0
NR_158628	0	1	1	1	0	0	1	2	1	1	0	0
NR_158629	0	0	0	0	0	0	0	0	0	0	0	0
NM_005540	0	0	0	0	0	0	0	0	0	0	0	0
NR_158631	0	0	0	0	0	0	0	0	0	0	0	0
NM_001365825	0	0	0	0	0	0	0	0	0	0	0	0
NM_001350227	0	0	0	0	0	0	0	0	0	0	0	0
NM_001365824	0	0	0	0	0	0	0	0	0	0	0	0
NM_001365820	0	0	0	0	0	0	0	0	0	0	0	0
NM_001365822	0	0	0	0	0	0	0	0	0	0	0	0
NM_001297434	0	0	0	0	0	0	0	0	0	0	0	0
NM_001365823	0	0	0	0	0	0	0	0	0	0	0	0
NR_158630	0	0	14	15	16	18	28	46	3	4	11	13
NM_001350228	0	0	0	0	0	0	0	0	0	0	0	0
NM_012090	10555	15301	22054	23467	19779	21129	56504	104871	51713	55113	66131	70629
NM_001304746	0	0	5	5	1	1	2	2	0	0	0	0
NM_017821	4	4	0	0	8	8	0	0	3	3	0	1
NM_001308115	4	4	14	14	11	20	86	155	80	81	158	154
NM_001142590	0	0	8	9	4	7	5	15	7	8	10	11
NM_001308114	0	0	0	0	0	0	0	0	0	0	0	0
NM_001142589	0	0	0	0	0	0	0	0	0	0	0	0
NM_014747	3610	5234	45407	49053	30452	33003	6818	12800	7528	8035	10577	11360
NM_001142588	0	0	0	0	0	0	0	0	0	0	0	0
NM_001142587	0	0	0	0	0	0	0	0	0	0	0	0
NM_012421	383	594	2580	2706	1072	1142	7189	13061	7107	7451	8147	8509
NM_014223	0	0	0	0	0	0	0	0	0	0	0	0
NR_037868	7	8	30	31	18	19	117	237	129	138	103	111
NR_135092	0	0	0	0	0	0	0	2	0	0	0	0
NM_001172222	0	0	0	0	0	0	0	0	0	0	0	0
NM_001172220	0	0	0	0	0	0	0	0	0	0	0	0
NM_012236	0	0	0	0	0	0	0	0	0	0	0	0
NM_001127714	0	0	0	0	0	0	0	0	0	0	0	0
NM_001350668	0	0	0	0	0	0	0	0	0	0	0	0
NM_001172218	0	0	0	0	0	0	0	0	0	0	0	0
NM_001172221	1	2	1	1	0	0	22	56	12	13	19	20
NM_001172219	0	0	0	0	0	0	0	0	0	0	0	0
NM_024503	0	0	1	0	0	0	2	4	0	0	3	3
NM_001350667	0	0	0	0	0	0	0	0	0	0	0	0
NM_001031694	0	0	0	0	0	0	0	0	0	0	0	0
NM_001198852	0	0	0	0	0	0	1	1	0	0	0	0
NM_001287511	0	0	0	0	0	0	0	1	0	1	2	2
NR_104171	5	6	11	14	2	2	19	27	10	10	34	36
NM_001355224	0	0	0	0	1	1	11	13	3	3	10	10
NM_001355226	0	0	0	0	0	0	0	0	0	0	0	0
NM_001355227	2	3	24	27	13	14	31	57	32	34	39	48
NM_001080850	0	0	2	2	0	1	7	12	4	4	4	4
NM_014947	0	0	0	0	0	0	0	0	0	0	0	0
NM_001198851	5	6	6	6	2	3	7	11	4	4	2	2
NM_001198850	2	3	13	14	10	10	8	24	12	14	10	10
NM_001350621	0	0	0	0	0	0	0	0	0	0	0	0
NR_073020	0	0	0	0	0	0	0	0	0	0	0	0
NM_001270466	0	0	0	0	0	0	0	0	0	0	0	0
NM_174965	0	0	0	0	0	0	0	0	0	0	0	0
NM_174971	0	0	0	0	0	0	0	0	0	0	0	0
NM_174963	0	0	0	0	0	0	0	0	0	0	0	0
NM_001350620	0	0	0	0	0	0	0	0	0	0	0	0
NM_174969	0	0	0	0	0	0	0	0	0	0	0	0
NM_201542	0	0	0	0	0	0	0	0	0	0	0	0
NM_174968	0	0	0	0	0	0	0	0	0	0	0	0
NM_001270463	0	0	0	0	0	0	0	0	0	0	0	0
NM_001270462	0	0	0	0	0	0	0	0	0	0	0	0
NM_174970	0	0	0	0	0	0	0	0	0	0	0	0
NM_174964	0	0	0	0	0	0	0	0	0	0	0	0
NM_174966	0	0	0	0	0	0	0	0	0	0	0	0
NM_001270465	0	0	0	0	0	1	1	1	1	1	1	1
NM_174967	0	0	0	0	0	0	0	0	0	0	0	0
NR_073018	1	1	3	3	0	1	4	5	13	14	3	3
NR_073021	0	0	0	0	0	0	0	0	0	0	0	0
NR_073019	0	0	0	0	0	0	0	0	0	0	0	0
NR_073016	0	0	0	0	0	0	0	0	0	0	0	0
NR_073017	0	0	0	0	0	0	0	0	0	0	0	0
NM_052877	0	0	0	0	0	0	0	0	0	0	0	0
NM_001195831	17	27	98	102	54	57	29	82	132	142	52	55
NR_146867	0	0	0	0	0	0	0	0	0	0	0	0
NM_001001653	1	1	14	14	4	4	8	18	6	6	7	8
NM_006279	0	0	0	0	0	0	0	0	0	0	0	0
NM_001363573	0	0	0	0	0	0	0	0	0	0	0	0
NM_001270464	0	0	0	0	0	0	0	0	0	0	0	0
NM_001270461	0	0	0	0	0	0	0	0	0	0	0	0
NM_001350619	0	0	0	0	0	0	0	0	0	0	0	0
NM_001270460	0	0	0	0	0	0	0	0	0	0	0	0
NM_001270459	0	0	0	0	0	0	0	0	0	0	0	0
NR_073023	0	0	0	0	0	0	0	0	0	0	0	0
NM_001166588	0	1	0	0	0	0	8	9	16	16	12	12
NM_001301699	0	0	0	0	0	0	0	0	0	0	0	0
NM_001301700	0	0	0	0	0	0	0	0	0	0	0	0
NM_001301701	0	0	0	0	0	0	0	0	0	0	0	0
NM_018150	0	0	0	0	0	0	0	0	0	0	0	0
NM_001261418	0	0	0	0	0	0	0	0	0	0	0	0
NM_001145636	131	203	174	193	339	391	208	433	521	564	1181	1289
NM_001319956	0	0	0	0	0	0	0	0	0	0	0	0
NM_003738	106	165	169	182	180	200	802	1507	456	493	556	626
NM_024066	0	0	0	0	0	0	0	0	0	0	0	0
NM_001319957	3	4	2	2	8	8	24	40	16	18	23	23
NM_001301698	0	0	0	0	0	0	0	0	0	0	0	0
NM_020365	5	4	14	6	8	2	34	41	62	53	30	16
NM_001166292	3	4	1	1	3	4	14	24	11	11	2	2
NM_001320800	0	0	0	0	0	0	0	0	0	0	0	0
NM_001195193	0	0	3	4	3	3	12	27	8	8	13	15
NM_007170	8	19	25	26	32	34	10	13	11	12	7	11
NM_005897	69	125	245	268	110	127	532	954	742	828	578	617
NM_152298	0	0	0	0	0	0	0	0	0	0	0	0
NM_015112	0	0	0	0	0	0	0	0	0	0	0	0
NM_001319245	0	0	0	0	0	0	0	0	0	0	0	0
NM_001324321	0	0	7	7	5	5	373	685	141	147	572	593
NM_001324320	0	0	0	0	0	0	0	0	0	0	0	0
NM_001145349	1	1	3	3	5	6	24	52	15	17	18	19
NM_002482	0	0	0	0	0	0	0	0	0	0	0	0
NM_001243728	0	0	0	0	0	0	0	0	0	0	0	0
NM_022745	0	0	0	0	0	0	0	0	0	0	0	0
NM_001042546	0	0	0	0	0	0	0	0	0	0	0	0
NM_003579	0	0	3	3	2	2	66	126	81	88	64	70
NM_001142548	0	0	0	0	0	0	0	0	0	0	0	0
NM_001441	545	746	1953	2096	1930	2123	2848	5167	2153	2324	2392	2589
NM_001256418	0	0	0	0	0	0	1	2	7	8	5	5
NM_001370766	0	0	0	0	0	3	0	0	0	0	0	0
NR_026749	0	0	8	8	5	6	0	0	7	10	10	11
NM_001194986	88	131	35	40	37	42	20	41	213	230	38	39
NM_001286239	0	0	0	0	0	0	0	0	0	0	0	0
NM_001302082	0	0	0	0	0	0	0	0	0	0	0	0
NM_001349795	0	0	0	0	5	5	1	4	2	2	2	2
NM_001349793	0	0	0	0	0	0	0	0	0	0	0	0
NM_001349794	0	0	0	0	0	0	0	0	0	0	0	0
NM_024603	0	0	0	0	0	0	0	0	0	0	0	0
NR_146232	0	0	0	0	0	0	0	0	0	0	0	0
NM_001286238	0	0	0	0	0	0	0	0	0	0	0	0
NM_019073	0	0	0	0	0	0	0	0	0	0	0	0
NR_046839	0	0	0	0	1	1	0	0	0	0	0	0
NM_001144775	0	0	9	9	9	9	4	5	2	2	4	5
NM_001144777	0	0	0	0	0	0	0	0	0	0	0	0
NM_001324214	0	0	0	0	0	0	0	0	0	0	0	0
NM_001294348	0	0	0	0	0	0	0	0	0	0	0	0
NM_001324209	0	0	0	0	0	0	0	0	0	0	0	0
NM_021952	0	0	0	0	0	0	0	0	0	0	0	0
NM_001324215	0	0	0	0	0	0	0	0	0	0	0	0
NM_001144776	0	0	0	0	0	0	0	0	0	1	2	2
NM_001324208	0	0	0	0	0	0	0	0	0	0	0	0
NM_001144774	0	0	0	0	0	0	0	0	0	0	0	0
NM_001324213	0	0	0	0	0	0	0	0	0	0	0	0
NM_001324212	0	0	0	0	0	0	0	0	0	0	0	0
